,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,comptage_fonctions,pays
149,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,CUIR,,État non spécifié,HOMME,1900.0,45.0,36.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
150,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,300.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,0,FRANCE
151,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,11990.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,FRANCE
152,GRAND-SEIKO,HERITAGE-COLLECTION,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,2000.0,,37.0,10.0,TITANE,SAPHIR,PLIS,TITANE,1,FRANCE
153,AUDEMARS-PIGUET,ROYAL-OAK-JUMBO,AUTOMATIQUE,OR_ROSE,,,Bon,HOMME,99500.0,40.0,39.0,5.0,,SAPHIR,PLIS,OR,1,FRANCE
154,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,550.0,,42.0,3.0,CÉRAMIQUE,,,CÉRAMIQUE,0,FRANCE
155,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,8490.0,40.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
156,BREITLING,NAVITIMER,MANUEL,ACIER,CUIR,,Bon,HOMME,5500.0,70.0,41.0,,ACIER,,BOUCLE_ARDILLON,ACIER,1,FRANCE
157,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,15990.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
158,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,13800.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
159,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3250.0,70.0,39.0,20.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
160,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,Bon,HOMME,14750.0,50.0,42.0,5.0,,SAPHIR,PLIS,OR,1,FRANCE
161,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3350.0,70.0,39.0,20.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
163,AUDEMARS-PIGUET,ROYAL-OAK-CHRONOGRAPH,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,44000.0,40.0,41.0,5.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
164,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,11331.0,70.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ÉTATS-UNIS
166,JAEGER-LECOULTRE,MASTER-ULTRA-THIN-MOON,AUTOMATIQUE,OR_ROSE,,,Bon,HOMME,15500.0,43.0,39.0,5.0,,SAPHIR,BOUCLE_ARDILLON,OR,2,FRANCE
167,OMEGA,GLOBEMASTER,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,4900.0,60.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
168,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,12450.0,48.0,40.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,FRANCE
169,CARTIER,SANTOS-DUMONT,MANUEL,OR_ACIER,,,État non spécifié,HOMME,7490.0,36.0,46.0,3.0,,SAPHIR,BOUCLE_ARDILLON,OR,0,FRANCE
171,OMEGA,SEAMASTER-AQUA-TERRA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3950.0,55.0,38.0,15.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
172,ROLEX,SEA-DWELLER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,19950.0,48.0,40.0,60.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
173,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3950.0,48.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
174,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,16390.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
175,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,3900.0,70.0,39.0,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
176,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,790.0,70.0,40.0,20.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
177,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,Bon,HOMME,7900.0,48.0,42.0,3.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
178,BLANCPAIN,FIFTY-FATHOMS,AUTOMATIQUE,ACIER,TEXTILE,,Bon,HOMME,10900.0,120.0,45.0,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
179,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,560.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,0,FRANCE
180,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,TEXTILE,,Bon,HOMME,187.0,41.0,39.0,10.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,1,FRANCE
181,PANERAI,LUMINOR-1950-3-DAYS-GMT-AUTOMATIC,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,7400.0,72.0,42.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2,FRANCE
182,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,320.0,40.0,36.0,3.0,ACIER,MINÉRAL,PLIS,ACIER,2,FRANCE
183,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,330.0,41.0,38.0,5.0,ACIER,MINÉRAL,PLIS,ACIER,1,FRANCE
184,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,435.0,41.0,38.0,20.0,ACIER,MINÉRAL,PLIS,ACIER,1,FRANCE
185,SWATCH,SCUBA-FIFTY-FATHOMS,AUTOMATIQUE,PLASTIQUE,TEXTILE,,Neuf,HOMME,480.0,90.0,42.0,9.0,CÉRAMIQUE,MINÉRAL,BOUCLE_ARDILLON,CÉRAMIQUE,0,FRANCE
186,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,TEXTILE,,Bon,HOMME,13500.0,48.0,42.0,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
187,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,8990.0,70.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
188,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,249.0,40.0,42.0,5.0,ACIER,MINÉRAL,PLIS,ACIER,2,FRANCE
189,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,13220.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
190,VACHERON-CONSTANTIN,OVERSEAS-CHRONOGRAPH,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,20900.0,40.0,42.0,15.0,TITANE,SAPHIR,PLIS,TITANE,2,FRANCE
191,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,18900.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
192,IWC,PORTUGUESE-CHRONOGRAPH,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,5500.0,44.0,41.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
194,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,Bon,HOMME,4650.0,48.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
197,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9900.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
198,LONGINES,LEGEND-DIVER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2250.0,38.0,42.0,30.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
199,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,570.0,,42.0,3.0,CÉRAMIQUE,,,CÉRAMIQUE,0,FRANCE
200,PANERAI,LUMINOR-MARINA,AUTOMATIQUE,ACIER,,,Bon,HOMME,5290.0,72.0,40.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,FRANCE
201,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,Bon,HOMME,7600.0,50.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
202,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,SILICONE,,Bon,HOMME,725.0,70.0,41.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
204,BREITLING,OLD-NAVITIMER,AUTOMATIQUE,OR_ACIER,CUIR,,Bon,HOMME,3000.0,42.0,41.0,3.0,,SAPHIR,BOUCLE_ARDILLON,OR,2,FRANCE
205,ROLEX,DAYTONA,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,19280.0,72.0,40.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
206,ROLEX,SEA-DWELLER-4000,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10500.0,48.0,40.0,,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
207,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2950.0,70.0,39.0,20.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
208,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,16900.0,48.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
209,TUDOR,RANGER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2400.0,70.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
210,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,190.0,41.0,39.0,10.0,ACIER,MINÉRAL,PLIS,ACIER,2,FRANCE
211,TISSOT,PRX-POWERMATIC-80,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,590.0,80.0,35.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,FRANCE
212,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,9500.0,70.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
213,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,12900.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,FRANCE
214,TUDOR,BLACK-BAY-41,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2770.0,70.0,41.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2,FRANCE
215,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,OR_JAUNE,,,Bon,HOMME,24900.0,48.0,40.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
216,TUDOR,1926,AUTOMATIQUE,OR_ACIER,ACIER,,Neuf,HOMME,2000.0,38.0,39.0,10.0,,SAPHIR,,ACIER,1,FRANCE
217,NOMOS,LUDWIG,MANUEL,ACIER,CUIR,,Bon,HOMME,1700.0,43.0,35.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,3,FRANCE
218,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,3350.0,70.0,39.0,20.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
219,TISSOT,PRX-POWERMATIC-80,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1290.0,80.0,40.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,FRANCE
220,ROLEX,GMT-MASTER-II,AUTOMATIQUE,OR_ACIER,ACIER,,État non spécifié,HOMME,,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,FRANCE
221,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,5340.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
222,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,5700.0,40.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
223,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,14900.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
224,OMEGA,SEAMASTER-PLANET-OCEAN,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,5450.0,60.0,43.0,60.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
225,ROLEX,AIR-KING,AUTOMATIQUE,ACIER,,,Bon,HOMME,3600.0,40.0,34.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,FRANCE
226,BLANCPAIN,FIFTY-FATHOMS,AUTOMATIQUE,ACIER,TEXTILE,,Bon,HOMME,15990.0,40.0,45.0,30.0,ACIER,SAPHIR,PLIS,ACIER,4,FRANCE
227,BREITLING,CHRONOMAT-GMT,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4000.0,42.0,40.0,20.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
228,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TEXTILE,,État non spécifié,HOMME,4550.0,70.0,42.0,20.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,0,FRANCE
229,OMEGA,SPEEDMASTER-DAY-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2720.0,44.0,39.0,3.0,ACIER,SAPHIR,PLIS,ACIER,5,FRANCE
231,PATEK-PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,145000.0,55.0,42.0,10.0,,SAPHIR,PLIS,OR,0,FRANCE
233,ROLEX,OYSTERDATE-PRECISION,MANUEL,ACIER,ACIER,,Bon,HOMME,3990.0,40.0,34.0,10.0,ACIER,,PLIS,ACIER,1,FRANCE
235,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,215.0,40.0,42.0,5.0,ACIER,MINÉRAL,PLIS,ACIER,2,FRANCE
236,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,600.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,0,FRANCE
237,ROLEX,EXPLORER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10750.0,70.0,42.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
238,TAG-HEUER,CONNECTED,AUTOMATIQUE,TITANE,CAOUTCHOUC,,Bon,HOMME,1000.0,,42.0,5.0,TITANE,SAPHIR,PLIS,TITANE,1,FRANCE
239,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,27000.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
240,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,350.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,0,FRANCE
241,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,14200.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,FRANCE
242,ORIENT,MAKO,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,150.0,40.0,42.0,20.0,ACIER,MINÉRAL,PLIS,ACIER,2,FRANCE
243,BREITLING,TOP-TIME,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,5000.0,48.0,41.0,3.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
244,BULGARI,OCTO,AUTOMATIQUE,TITANE,TITANE,,État non spécifié,HOMME,33900.0,55.0,40.0,3.0,TITANE,SAPHIR,DOUBLE_PLIS,TITANE,1,FRANCE
245,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9650.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
247,TUDOR,RANGER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2400.0,70.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
248,TISSOT,PRX,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,300.0,,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
249,TUDOR,BLACK-BAY,AUTOMATIQUE,CÉRAMIQUE,CUIR,,Bon,HOMME,3950.0,70.0,41.0,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
250,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4900.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
251,TAG-HEUER,AQUARACER-300M,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1000.0,38.0,43.0,30.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
252,SEIKO,ALPINIST,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1690.0,70.0,38.0,20.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
253,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,12500.0,70.0,36.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
254,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,305.0,,42.0,3.0,CÉRAMIQUE,,,CÉRAMIQUE,0,FRANCE
255,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,,42.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
256,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,610.0,41.0,42.0,10.0,ACIER,MINÉRAL,PLIS,ACIER,0,FRANCE
257,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,990.0,70.0,40.0,20.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
258,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,,Satisfaisant,HOMME,480.0,42.0,39.0,,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
259,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,15450.0,70.0,40.0,10.0,PLATINE,SAPHIR,PLIS,PLATINE,1,FRANCE
260,FREDERIQUE-CONSTANT,MANUFACTURE-CLASSIC,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,1300.0,38.0,42.0,5.0,PLATINE,SAPHIR,PLIS,ACIER,1,FRANCE
261,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,24166.0,72.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ÉTATS-UNIS
262,ORIENT,BAMBINO,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,195.0,40.0,38.0,3.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,1,BELGIQUE
263,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,11700.0,48.0,44.0,,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
264,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,500.0,41.0,38.0,20.0,ACIER,MINÉRAL,PLIS,ACIER,1,FRANCE
265,ORIENT,STAR,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,107.0,42.0,37.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,BELGIQUE
266,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,175.0,41.0,39.0,10.0,ACIER,MINÉRAL,PLIS,ACIER,1,FRANCE
267,BREITLING,CHRONOMAT,AUTOMATIQUE,OR_ACIER,CAOUTCHOUC,,Bon,HOMME,1800.0,42.0,39.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2,FRANCE
269,AUDEMARS-PIGUET,ROYAL-OAK-JUMBO,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,65000.0,40.0,39.0,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,BELGIQUE
270,BREITLING,NAVITIMER,AUTOMATIQUE,ACIER,,,Bon,HOMME,3190.0,38.0,38.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
272,TUDOR,BLACK-BAY-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2900.0,70.0,36.0,15.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
273,OMEGA,SEAMASTER-RAILMASTER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2650.0,55.0,39.0,15.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
274,AUDEMARS-PIGUET,ROYAL-OAK-JUMBO,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,92000.0,40.0,39.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
275,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10300.0,48.0,40.0,30.0,ACIER,SAPHIR,PLIS,ACIER,0,ITALIE
276,SEIKO,PREMIER-AUTOMATIC,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,399.0,50.0,40.0,5.0,ACIER,MINÉRAL,PLIS,ACIER,1,FRANCE
277,IWC,PILOT-MARK,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,5200.0,42.0,40.0,6.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
278,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,645.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,0,FRANCE
280,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9800.0,42.0,29.0,3.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
281,ZENITH,EL-PRIMERO-CHRONOMASTER,AUTOMATIQUE,OR_ROUGE,CUIR,,Bon,HOMME,9350.0,50.0,40.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,5,ALLEMAGNE
283,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,22900.0,72.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
284,BREITLING,CROSSWIND-CHRONOGRAPH,AUTOMATIQUE,OR_ACIER,CUIR,,Bon,HOMME,2950.0,42.0,43.0,10.0,ACIER,SAPHIR,PLIS,ACIER,3,ALLEMAGNE
285,JUNGHANS,MEISTER-CHRONOSCOPE,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,1450.0,48.0,40.0,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,3,FRANCE
286,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,VACHE,,Neuf,HOMME,990.0,41.0,40.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
287,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,335.0,40.0,42.0,20.0,ACIER,MINÉRAL,PLIS,ACIER,2,BELGIQUE
290,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,6950.0,42.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
291,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,600.0,,42.0,3.0,CÉRAMIQUE,,,CÉRAMIQUE,0,FRANCE
292,CARTIER,SANTOS-GALBÉE,AUTOMATIQUE,OR_ACIER,CUIR,,Bon,HOMME,2700.0,,29.0,3.0,,SAPHIR,PLIS,OR,1,FRANCE
294,SEIKO,ALPINIST,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,810.0,70.0,38.0,20.0,ACIER,SAPHIR,PLIS,ACIER,3,FRANCE
295,SEIKO,PRESAGE,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,310.0,50.0,39.0,10.0,TITANE,SAPHIR,PLIS,TITANE,0,FRANCE
296,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TEXTILE,,Bon,HOMME,3950.0,70.0,42.0,20.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,0,FRANCE
297,TUDOR,BLACK-BAY-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2980.0,70.0,36.0,15.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
299,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,450.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,0,FRANCE
300,ORIS,BIG-CROWN-POINTER-DATE,AUTOMATIQUE,BRONZE,BRONZE,,Bon,HOMME,1850.0,38.0,40.0,5.0,BRONZE,SAPHIR,PLIS,BRONZE,1,FRANCE
301,LONGINES,FLAGSHIP-HERITAGE,AUTOMATIQUE,ACIER,CUIR,,Neuf,HOMME,1190.0,42.0,38.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,FRANCE
302,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2600.0,70.0,39.0,20.0,ACIER,SAPHIR,PLIS,ACIER,0,BELGIQUE
303,OMEGA,SPEEDMASTER-REDUCED,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2600.0,40.0,39.0,3.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
